"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT07","WT08"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-01-27","2.01"," 1625","0.00",,,,"75","40","  270","  280","10.1","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-01-28","4.92"," 1857","0.00",,,,"80","41","   40","   30","21.0","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-01-29","5.82"," 1434","0.00",,,,"82","52","   40","   70","18.1","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-01-30","2.24"," 1512","0.00",,,,"80","50","   40","  130","6.9","11.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-01-31","2.01"," 1408","0.00",,,,"78","47","  170","  220","6.9","10.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-01","1.57",,"0.00","0.0","0.0",,"79","45","  260","  170","6.9","11.0",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-02","1.57",,"0.00","0.0","0.0",,"78","47","  250","  230","6.9","8.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-03","1.79"," 1619","0.00",,,,"77","46","  240","  240","8.1","10.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-04","1.57"," 1638","0.00",,,,"78","49","  210","  230","8.1","10.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-05","2.01"," 1347","0.00",,,,"78","49","  200","  240","8.1","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-06","4.47"," 1650","0.00",,,,"77","49","  240","  240","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-07","4.47"," 0612","0.00",,,,"77","53","   40","   30","17.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-08","1.57"," 1415","0.00",,,,"84","47","  120","  170","8.9","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-09","2.01"," 1547","0.00",,,,"80","48","  240","  270","8.9","11.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-10","2.68"," 1110","0.00",,,,"76","52","  200","  140","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-11","4.70"," 0405","0.00",,,,"74","56","   50","   70","18.1","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-12","5.37"," 1524","0.00",,,,"64","54","  220","  180","14.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-13","3.80"," 1308","0.00",,,,"71","57","  190","  180","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-14","1.12"," 1724","0.30",,,,"61","52","   30","   40","10.1","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-15","2.68"," 1513","0.02",,,,"66","52","  230","  220","8.1","11.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-16","2.01"," 1506","0.00",,,,"66","50","  220","  240","6.9","8.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-17","2.01"," 1310","0.00",,,,"69","47","  210","  220","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-18","2.68"," 1524","0.00",,,,"70","49","  220","  270","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-19","8.50"," 1427","0.00",,,,"66","46","  240","  270","23.9","33.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-20","2.01"," 1541","0.00",,,,"58","36","  220","  310","12.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-21","2.91"," 1336","0.00",,,,"59","36","  250","  250","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-22","2.91"," 1524","0.00",,,,"59","36","  230","  230","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-23","5.37"," 1437","0.00",,,,"58","39","  230","  260","18.1","25.9",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-24","3.13"," 1403","0.00",,,,"58","35","  200","  260","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-25","1.57"," 1602","0.00",,,,"63","35","  240","  220","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-26","2.24"," 1625","0.00",,,,"67","37","  210","  230","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-27","4.70"," 1707","0.22",,,,"67","41","  260","  250","21.9","34.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-02-28","2.91"," 0009","0.00",,,,"58","43","  270","  290","12.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-01","2.01",,"0.00","0.0","0.0",,"68","39","  200","  210","10.1","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-02","2.91",,"0.00","0.0","0.0",,"74","44","  230","  220","10.1","12.1",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-03","3.13",,"0.00","0.0","0.0",,"74","44","  260","  210","13.0","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-04","4.47",,"0.00","0.0","0.0",,"65","49","  230","  240","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-05","5.14",,"0.00","0.0","0.0",,"72","47","   40","   30","15.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-06","3.36",,"0.00","0.0","0.0",,"78","45","  210","  220","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-07","1.34",,"0.00","0.0","0.0",,"78","48","  240","  230","6.9","8.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-08","2.24",,"0.00","0.0","0.0",,"80","55","  260","  200","10.1","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-09","2.68",,"0.00","0.0","0.0",,"81","50","  240","  230","13.0","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-10","3.13",,"0.00","0.0","0.0",,"74","60","  240","  240","17.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-11","2.46",,"0.02","0.0","0.0",,"75","57","  250","  270","8.1","11.0","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-12","2.91",,"0.00","0.0","0.0",,"82","55","  120","  110","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-13","2.01",,"0.00","0.0","0.0",,,"57","  130","  140","8.9","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-14","5.82",,"0.00","0.0","0.0",,"83","58","  260","  270","18.1","28.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-15","7.38",,"0.00","0.0","0.0",,"70","56","  230","  210","21.9","31.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-16","3.36",,"0.00","0.0","0.0",,"71","50","  200","  180","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-17","3.13",,"0.00","0.0","0.0",,"70","49","  260","  230","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-18","7.38",,"0.00","0.0","0.0",,"66","51","  240","  230","17.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-19","3.80",,"0.00","0.0","0.0",,"73","49","  230","  250","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-20","2.24",,"0.00","0.0","0.0",,"79","46","  240","  260","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-21","2.24",,"0.00","0.0","0.0",,"82","53","  200","  220","10.1","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-22","2.91",,"0.00","0.0","0.0",,"87","57","  250","  290","14.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-23","4.92",,"0.00","0.0","0.0",,"82","66","  240","  220","19.9","27.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-24","4.92",,"0.00","0.0","0.0",,"81","56","  250","  260","17.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-25","4.92",,"0.00","0.0","0.0",,"75","52","  250","  260","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-26","3.80",,"0.00","0.0","0.0",,"73","51","  230","  230","17.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-27","3.58",,"0.00","0.0","0.0",,"74","51","  250","  260","15.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-28","2.24",,"0.00","0.0","0.0",,"78","50","  220","  220","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-29","3.36",,"0.00","0.0","0.0",,"84","53","  240","  250","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-30","2.68",,"0.00","0.0","0.0",,"87","58","  220","  250","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-03-31","3.36",,"0.00","0.0","0.0",,"89","58","  210","  220","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-01","3.36",,"0.00","0.0","0.0",,"89","65","  140","  210","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-02","4.92",,"0.00","0.0","0.0",,"87","62","  270","  210","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-03","2.91",,"0.00","0.0","0.0",,"86","60","  250","  170","8.9","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-04","3.13",,"0.00","0.0","0.0",,"87","61","  240","  230","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-05","2.91",,"0.00","0.0","0.0",,"89","62","  230","  240","13.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-06","4.25",,"0.00","0.0","0.0",,"89","66","  250","  260","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-07","5.82",,"0.00","0.0","0.0",,"91","68","  240","  230","19.9","27.1",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-08","6.04",,"0.00","0.0","0.0",,"90","72","  240","  240","15.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-09","2.91",,"0.00","0.0","0.0",,"93","59","  220","  250","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-10","2.91",,"0.00","0.0","0.0",,"96","61","  220","  210","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-11","4.70",,"0.00","0.0","0.0",,"94","62","  230","  270","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-12","10.07",,"0.00","0.0","0.0",,"84","66","  230","  240","29.1","38.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-13","9.17",,"0.00","0.0","0.0",,"77","56","  350","  340","19.9","28.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-14","6.04",,"0.00","0.0","0.0",,"82","53","   10","   40","15.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-15","2.68",,"0.00","0.0","0.0",,"88","53","  220","  230","10.1","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-16","2.91",,"0.00","0.0","0.0",,"83","61","  150","  160","10.1","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-17","5.82",,"0.00","0.0","0.0",,"73","57","  240","  250","18.1","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-18","2.68",,"0.00","0.0","0.0",,"81","51","  210","  190","12.1","16.1",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-19","8.95",,"0.00","0.0","0.0",,"81","54","  260","  250","25.9","34.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-20","6.26",,"0.00","0.0","0.0",,"76","54","  240","  230","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-21","3.13",,"0.00","0.0","0.0",,"89","54","  220","  200","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-22","3.36",,"0.00","0.0","0.0",,"93","60","  250","  230","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-23","2.46",,"0.00","0.0","0.0",,"94","63","  240","  240","14.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-24","2.91",,"0.00","0.0","0.0",,"96","65","  240","  240","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-25","3.13",,"0.00","0.0","0.0",,"97","66","  240","  240","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-26","4.03",,"0.00","0.0","0.0",,"94","67","  260","  220","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-27","3.36",,"0.00","0.0","0.0",,"97","70","  260","  240","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-28","5.14",,"0.00","0.0","0.0",,"95","72","  230","  240","15.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-29","7.61",,"0.00","0.0","0.0",,"91","67","  230","  240","18.1","28.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-04-30","6.26",,"0.00","0.0","0.0",,"82","64","  230","  250","17.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-01","6.71",,"0.04","0.0","0.0",,"74","61","  180","  250","17.0","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-02","4.70",,"0.02","0.0","0.0",,"73","55","  110","  110","17.0","23.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-03","3.36",,"0.00","0.0","0.0",,"82","51","  240","  230","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-04","4.25",,"0.00","0.0","0.0",,"94","59","   30","   20","14.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-05","4.92",,"0.00","0.0","0.0",,"100","65","   70","   70","16.1","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-06","3.36",,"0.00","0.0","0.0",,"104","70","  180","  180","14.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-07","2.68",,"0.00","0.0","0.0",,"100","76","  240","  270","8.9","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-08","3.80",,"0.00","0.0","0.0",,"103","69","  260",,"8.1",,,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-09","2.91",,"0.00","0.0","0.0",,"103","73","  260","  220","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-10","5.82",,"0.00","0.0","0.0",,"103","70","  250","  250","17.0","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-11","6.71",,"0.00","0.0","0.0",,"99","72","  260","  240","23.0","33.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-12","5.14",,"0.00","0.0","0.0",,"89","69","  240","  240","17.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-13","3.80",,"0.00","0.0","0.0",,"86","64","  240","  200","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-14","4.92",,"0.00","0.0","0.0",,"92","67","  230","  170","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-15","3.80",,"0.00","0.0","0.0",,"93","69","  260","  240","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-16","2.91",,"0.00","0.0","0.0",,"97","66","  270","  230","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-17","5.82",,"0.00","0.0","0.0",,"96","70","  260","  270","17.0","27.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-18","3.36",,"0.00","0.0","0.0",,"91","68","  250","  240","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-19","2.24",,"0.00","0.0","0.0",,"94","68","  210","  210","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-20","4.92",,"0.00","0.0","0.0",,"95","68","  190","  190","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-21","5.82",,"0.00","0.0","0.0",,"93","69","  190","  190","17.0","23.9",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-22","5.59",,"0.00","0.0","0.0",,"92","68","  160","  160","17.0","29.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-23","3.80",,"0.00","0.0","0.0",,"92","67","  180","  150","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-24","3.36",,"0.00","0.0","0.0",,"97","67","  160","  150","14.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-25","4.92",,"0.00","0.0","0.0",,"98","70","  210","  200","13.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-26","6.26",,"0.00","0.0","0.0",,"92","71","  250","  250","19.9","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-27","3.36",,"0.00","0.0","0.0",,"91","67","  260","  280","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-28","3.36",,"0.00","0.0","0.0",,"96","68","  240","  240","14.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-29","4.92",,"0.00","0.0","0.0",,"101","72","  250","  240","18.1","27.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-30","5.37",,"0.00","0.0","0.0",,"99","76","  220","  220","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-05-31","5.14",,"0.00","0.0","0.0",,"99","70","  220","  160","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-01","3.36",,"0.00","0.0","0.0",,"98","73","  230","  230","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-02","3.13",,"0.00","0.0","0.0",,"103","71","  210","  180","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-03","2.91",,"0.00","0.0","0.0",,"106","71","  230","  200","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-04","4.47",,"0.00","0.0","0.0",,"107","74","  250","  260","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-05","4.70",,"0.00","0.0","0.0",,"103","78","  200","  190","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-06","3.36",,"0.00","0.0","0.0",,"100","75","  210","  220","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-07","2.91",,"0.00","0.0","0.0",,"102","73","  240","  250","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-08","3.36",,"0.00","0.0","0.0",,"106","75","  260","  260","14.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-09","5.14",,"0.00","0.0","0.0",,"107","75","  240","  160","15.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-10","4.92",,"0.00","0.0","0.0",,"103","77","  270","  220","15.0","23.9",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-11","3.58",,"0.00","0.0","0.0",,"104","75","  280","  200","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-12","3.36",,"0.00","0.0","0.0",,"107","73","  250","  260","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-13","3.80",,"0.00","0.0","0.0",,"108","83","  230","  320","12.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-14","6.26",,"0.00","0.0","0.0",,"108","86","  250","  250","18.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-15","6.71",,"0.00","0.0","0.0",,"95","83","  250","  250","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-16","4.25",,"0.18","0.0","0.0",,"83","71","  150","  150","12.1","15.0","    1",,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-17","6.71",,"0.00","0.0","0.0",,"96","72","  190","  190","19.9","29.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-18","3.13",,"0.00","0.0","0.0",,"100","68","  200","  200","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-19","3.36",,"0.00","0.0","0.0",,"101","72","  230","  230","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-20","4.92",,"0.00","0.0","0.0",,"107","75","  230","  200","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-21","5.37",,"0.00","0.0","0.0",,"108","80","  230","  270","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-22","4.25",,"0.00","0.0","0.0",,"109","78","  240","  230","15.0","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-23","5.59",,"0.00","0.0","0.0",,"106","80","  250","  250","16.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-24","4.70",,"0.00","0.0","0.0",,"102","78","  230","  240","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-25","4.03",,"0.00","0.0","0.0",,"105","79","  240","  250","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-26","4.25",,"0.00","0.0","0.0",,"107","78","  260","  240","15.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-27","3.80",,"0.00","0.0","0.0",,"108","78","  250","  230","16.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-28","5.14",,"0.00","0.0","0.0",,"106","84","  250","  240","16.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-29","4.70",,"0.00","0.0","0.0",,"102","81","  240","  140","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-06-30","4.92",,"0.00","0.0","0.0",,"101","78","  150","  190","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-07-01","3.58",,"0.00","0.0","0.0",,"102","77","  200","  190","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-07-02","4.03",,"0.00","0.0","0.0",,"106","78","  260","  260","16.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-07-03","5.37",,"0.00","0.0","0.0",,"107","78","  250","  220","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-07-04","3.58",,"0.00","0.0","0.0",,"106","83","  230","  160","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-07-05","4.70",,"0.00","0.0","0.0",,"114","83","  100","  100","23.9","36.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-07-06","8.95",,"0.00","0.0","0.0",,"111","95","   70","  100","18.1","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2018-07-07","5.37",,"0.00","0.0","0.0",,"111","91","   50","   50","19.9","25.9",,,,,
