"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT07","WT08"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-12-29","2.24",,"0.00","0.0","0.0",,"76","48","  110","  110","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-12-30","2.91",,"0.17","0.0","0.0",,"70","51","  250","  260","14.1","18.1","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2016-12-31","2.91",,"0.13","0.0","0.0",,"61","53","  230","  240","12.1","14.1","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-01","5.82",,"0.40","0.0","0.0",,"56","50","  120","  260","16.1","21.9","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-02","3.36",,"0.00","0.0","0.0",,"56","46","  140","  120","8.9","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-03","0.45",,"0.00","0.0","0.0",,"60","42","  180","  210","6.0","11.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-04","1.12",,"0.00","0.0","0.0",,"64","44","  140","  170","6.9","8.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-05","2.24",,"0.00","0.0","0.0",,"65","45","  230","  230","10.1","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-06","3.13",,"0.00","0.0","0.0",,"65","48","  250","  250","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-07","1.12",,"0.00","0.0","0.0",,"66","41","  250","  240","6.9","8.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-08","0.89",,"0.00","0.0","0.0",,"74","47","  240","  240","6.9","8.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-09","2.46",,"0.00","0.0","0.0",,"65","51","  290","  300","8.1","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-10","1.57",,"0.00","0.0","0.0",,"68","48","  150","  150","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-11","2.46",,"0.00","0.0","0.0",,"64","50","   40","  230","8.1","11.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-12","1.57",,"0.00","0.0","0.0",,"67","45","  180","  180","6.9","8.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-13","2.91",,"0.00","0.0","0.0",,"69","53","  250","  240","14.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-14","5.37",,"0.06","0.0","0.0",,"73","53","   50","   60","32.0","38.9",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-15","3.58",,"0.00","0.0","0.0",,"57","50","  240","  240","12.1","14.1","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-16","2.91",,"0.00","0.0","0.0",,"61","48","  240","  230","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-17","1.57",,"0.00","0.0","0.0",,"63","43","  260","  260","6.9","8.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-18","1.79",,"0.00","0.0","0.0",,"64","43","  160","  170","6.9","10.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-19","3.58",,"0.02","0.0","0.0",,"55","45","  260","  130","8.9","13.0","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-20","4.03",,"0.79","0.0","0.0",,"51","46","  180","  200","14.1","19.9","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-21","9.17",,"0.02","0.0","0.0",,"57","43","  260","  230","23.0","33.1","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-22","2.91",,"0.00","0.0","0.0",,"59","41","  140","  150","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-23","3.36",,"0.13","0.0","0.0",,"60","47","  280","  290","14.1","23.0","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-24","3.36",,"0.00","0.0","0.0",,"53","40","  250","  240","14.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-25","1.79",,"0.00","0.0","0.0",,"55","35","  230","  230","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-26","2.24",,"0.00","0.0","0.0",,"57","34","  300","  250","8.1","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-27","11.41",,"0.00","0.0","0.0",,"58","42","   40","   60","25.1","34.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-28","3.80",,"0.00","0.0","0.0",,"64","35","  250","  250","14.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-29","3.36",,"0.00","0.0","0.0",,"72","40","   70","  100","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-30","1.79",,"0.00","0.0","0.0",,"74","43","  210","  160","6.9","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-01-31","1.12",,"0.00","0.0","0.0",,"73","41","  200","  210","8.1","8.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-01","1.57",,"0.00","0.0","0.0",,"73","42","  150","  200","8.1","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-02","2.01",,"0.00","0.0","0.0",,"71","44","  180","  130","6.9","8.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-03","1.12",,"0.00","0.0","0.0",,"70","45","   30","  270","6.0","8.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-04","1.34",,"0.00","0.0","0.0",,"74","42","  230","  230","8.1","10.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-05","1.12",,"0.00","0.0","0.0",,"75","45","  170","  150","8.1","11.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-06","1.12",,"0.00","0.0","0.0",,"65","54","   40","  180","6.0","6.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-07","3.36",,"0.00","0.0","0.0",,"70","53","   40","  120","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-08","2.01",,"0.00","0.0","0.0",,"76","51","  270","  240","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-09","1.34",,"0.00","0.0","0.0",,"82","54","  260","  260","8.1","11.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-10","2.01",,"0.00","0.0","0.0",,"82","55","  130","  130","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-11","3.58",,"0.00","0.0","0.0",,"76","58","  250","  250","13.0","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-12","5.37",,"0.00","0.0","0.0",,"74","60","   60","  110","14.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-13","4.25",,"0.00","0.0","0.0",,"72","59","   50","   50","18.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-14","2.91",,"0.00","0.0","0.0",,"73","53","   80","   90","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-15","7.61",,"0.00","0.0","0.0",,"73","55","   70","  100","23.0","30.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-16","2.01",,"0.00","0.0","0.0",,"74","48","  220","  230","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-17","5.37",,"0.00","0.0","0.0",,"74","54","  200","  160","16.1","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-18","6.71",,"0.67",,"0.0",,"65","49","   90","   90","18.1","23.9","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-19","3.36",,"0.41",,"0.0",,"57","49","  130","  140","10.1","16.1","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-20","1.57",,"0.00","0.0","0.0",,"67","49","  200","  260","8.9","11.0","    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-21","1.34",,"0.00","0.0","0.0",,"75","50","  230","  260","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-22","2.46",,"0.00","0.0","0.0",,"75","54","  250","  240","13.0","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-23","7.61",,"0.00","0.0","0.0",,"62","48","  260","  240","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-24","2.91",,"0.00","0.0","0.0",,"61","40","  260","  260","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-25","1.57",,"0.00","0.0","0.0",,"64","38","  230","  240","8.9","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-26","3.13",,"0.00","0.0",,,"66","50","  220",,"10.1",,,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-27","3.80",,"0.37",,"0.0",,"62","47","  140",,"8.9",,"    1",,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-02-28","4.25",,"0.28","0.0","0.0",,"64","50","  230","  250","16.1","30.0","    1",,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-01","2.01",,"0.00","0.0","0.0",,"70","42","  290",,"6.0",,,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-02","4.25",,"0.00","0.0","0.0",,"78","41","   40","   40","13.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-03","4.92",,"0.00","0.0","0.0",,"77","51","  100","  100","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-04","2.91",,"0.00","0.0","0.0",,"78","49","  210","  170","12.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-05","4.70",,"0.00","0.0","0.0",,"72","55","  260","  260","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-06","3.80",,"0.00","0.0","0.0",,"65","49","  270","  230","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-07","2.91",,"0.00","0.0","0.0",,"73","43","  280","  230","8.9","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-08","2.01",,"0.00","0.0","0.0",,"83","47","  330",,"6.0",,,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-09","1.34",,"0.00","0.0","0.0",,"86","50","   10",,"4.9",,,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-10","1.57",,"0.00","0.0","0.0",,"88","52","  260",,"6.0",,,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-11","2.24",,"0.00","0.0","0.0",,"87","55","  260","  260","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-12","2.46",,"0.00","0.0","0.0",,"87","56","  270","  310","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-13","2.01",,"0.00","0.0","0.0",,"90","58","  180","  190","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-14","2.01",,"0.00","0.0",,,"92","59","  240","  240","8.9","11.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-15","2.46",,"0.00","0.0","0.0",,"90","59","  270","  260","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-16","2.24",,"0.00","0.0","0.0",,"91","58","  250","  210","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-17","2.24",,"0.00","0.0","0.0",,"91","60","  250","  250","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-18","2.24",,"0.00","0.0","0.0",,"93","61","  150","  210","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-19","2.24",,"0.00","0.0","0.0",,"94","59","  250","  280","8.9","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-20","3.13",,"0.00","0.0","0.0",,"94","64","  260","  220","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-21","3.58",,"0.00","0.0","0.0",,"91","64","  270","  180","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-22","3.80",,"0.00","0.0","0.0",,"80","61","  270","  250","25.1","36.9",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-23","5.82",,"0.05","0.0","0.0",,"68","53","  240","  330","19.9","29.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-24","1.79",,"0.00","0.0","0.0",,"77","49","  240","  250","8.9","12.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-25","4.70",,"0.00","0.0","0.0",,"81","53","  250","  250","18.1","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-26","2.46",,"0.00","0.0","0.0",,"80","51","  250","  240","12.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-27","5.82",,"0.00","0.0","0.0",,"81","55","   10","  280","21.0","29.1",,,"    1",,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-28","5.37",,"0.00","0.0","0.0",,"77","52","  280","  280","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-29","5.14",,"0.00","0.0","0.0",,"84","54","  220","  250","16.1","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-30","7.83",,"0.00","0.0","0.0",,"87","57","  230","  230","32.0","47.0",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-03-31","7.61",,"0.00","0.0","0.0",,"66","52","  230","  270","16.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-01","2.01",,"0.00","0.0","0.0",,"73","48","   30","  140","10.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-02","3.80",,"0.00","0.0","0.0",,"80","50","  210","  230","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-03","7.38",,"0.00","0.0","0.0",,"83","56","  350","   10","23.0","34.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-04","5.14",,"0.00","0.0","0.0",,"77","54","   20","   20","16.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-05","3.58",,"0.00","0.0","0.0",,"84","53","   40","   30","8.9","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-06","3.36",,"0.00","0.0","0.0",,"89","56","  210","  200","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-07","2.01",,"0.00","0.0","0.0",,"87","60","  230","  260","8.9","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-08","6.04",,"0.00","0.0","0.0",,"85","59","  250","  230","18.1","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-09","3.80",,"0.00","0.0","0.0",,"79","57","  240","  230","13.0","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-10","2.91",,"0.00","0.0","0.0",,"83","54","  180","  180","8.9","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-11","2.68",,"0.00","0.0","0.0",,"87","53","  260","  260","14.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-12","2.91",,"0.00","0.0","0.0",,"89","56","  250","  260","10.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-13","3.80",,"0.00","0.0","0.0",,"91","60","  240","  250","15.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-14","3.13",,"0.00","0.0","0.0",,"87","61","  260","  270","13.0","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-15","2.91",,"0.00","0.0","0.0",,"86","58","  230","  200","8.9","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-16","2.91",,"0.00","0.0","0.0",,"89","57","  240","  230","12.1","14.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-17","2.91",,"0.00","0.0","0.0",,"90","59","  250","  250","14.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-18","3.80",,"0.00","0.0","0.0",,"92","62","  250","  250","15.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-19","4.70",,"0.00","0.0","0.0",,"89","66","  230","  230","17.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-20","3.80",,"0.00","0.0","0.0",,"90","60","  230","  220","14.1","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-21","4.92",,"0.00","0.0","0.0",,"93","59","  260","  230","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-22","2.68",,"0.00","0.0","0.0",,"94","62","  270","  200","10.1","13.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-23","5.59",,"0.00","0.0","0.0",,"96","63","  260","  250","16.1","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-24","6.93",,"0.00","0.0","0.0",,"89","67","  230","  240","18.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-25","10.51",,"0.00","0.0","0.0",,"85","68","  240","  240","23.0","34.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-26","5.82",,"0.00","0.0","0.0",,"87","62","  230","  220","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-27","5.82",,"0.00","0.0","0.0",,"87","66","  240","  230","17.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-28","10.51",,"0.00","0.0","0.0",,"84","63","  260","  280","25.9","38.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-29","6.49",,"0.00","0.0","0.0",,"79","56","  250","  250","17.0","29.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-04-30","3.80",,"0.00","0.0","0.0",,"85","54","  230","  260","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-01","4.25",,"0.00","0.0","0.0",,"92","59","  230","  260","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-02","2.91",,"0.00","0.0","0.0",,"94","63","  220","  240","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-03","2.91",,"0.00","0.0","0.0",,"98","67","  240","  240","14.1","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-04","3.80",,"0.00","0.0","0.0",,"101","70","  270","  270","13.0","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-05","4.03",,"0.00","0.0","0.0",,"106","69","  230","  250","17.0","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-06","9.84",,"0.00","0.0","0.0",,"96","73","  210","  220","25.1","36.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-07","5.82",,"0.00","0.0","0.0",,"73","63","  250","  260","14.1","19.9",,,,,"    1"
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-08","5.82",,"0.00","0.0","0.0",,"81","58","  230","  250","18.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-09","5.59",,"0.12","0.0","0.0",,"73","56","  140","  130","15.0","23.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-10","4.92",,"0.00","0.0","0.0",,"77","58","  250","  230","14.1","19.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-11","3.13",,"0.00","0.0","0.0",,"89","60","  250","  290","13.0","21.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-12","3.13",,"0.00","0.0","0.0",,"95","68","  240","  220","10.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-13","6.93",,"0.00","0.0","0.0",,"96","69","  240","  240","19.9","25.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-14","7.83",,"0.00","0.0","0.0",,"91","69","  200","  140","17.0","28.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-15","9.17",,"0.00","0.0","0.0",,"85","66","  270","  250","21.9","30.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-16","5.59",,"0.00","0.0","0.0",,"76","60","  250","  230","16.1","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-17","6.71",,"0.00","0.0","0.0",,"84","60","  260","  250","18.1","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-18","6.71",,"0.00","0.0","0.0",,"85","64","  260","  360","18.1","27.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-19","6.26",,"0.00","0.0","0.0",,"87","60","   50","   40","21.0","25.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-20","4.03",,"0.00","0.0","0.0",,"94","62","   40","   30","19.9","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-21","3.80",,"0.00","0.0","0.0",,"99","66","  230","  240","13.0","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-22","4.25",,"0.00","0.0","0.0",,"102","70","  250","  240","19.9","23.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-23","3.58",,"0.00","0.0","0.0",,"103","73","  240","  300","12.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-24","6.71",,"0.00","0.0","0.0",,"105","72","  250","  230","21.0","30.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-25","6.04",,"0.00","0.0","0.0",,"99","76","  220","  260","18.1","28.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-26","7.38",,"0.00","0.0","0.0",,"92","70","  190","  180","15.0","21.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-27","3.36",,"0.00","0.0","0.0",,"95","70","  270","  230","12.1","19.9",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-28","3.36",,"0.00","0.0","0.0",,"100","67","  230","  220","14.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-29","3.58",,"0.00","0.0","0.0",,"102","69","  220","  150","12.1","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-30","4.70",,"0.00","0.0","0.0",,"100","74","   80","   90","21.0","30.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-05-31","6.26",,"0.00","0.0","0.0",,"99","75","  260","  260","19.9","28.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-06-01","4.25",,"0.00","0.0","0.0",,"97","76","  250","  210","14.1","18.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-06-02","3.36",,"0.00","0.0","0.0",,"100","73","  240","  200","12.1","15.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-06-03","4.70",,"0.00","0.0","0.0",,"106","74","  230","  240","14.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-06-04","4.70",,"0.00","0.0","0.0",,"106","77","  240","  230","14.1","28.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-06-05","4.03",,"0.00","0.0","0.0",,"106","79","  260","  220","14.1","17.0",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-06-06","4.47",,"0.00","0.0","0.0",,"105","81","  240","  220","13.0","16.1",,,,,
"USW00003192","SCOTTSDALE MUNICIPAL AIRPORT, AZ US","2017-06-07","4.47",,"0.00","0.0","0.0",,"104","78","  290","  280","14.1","21.9",,,,,
